Review_Text,Sentiment,tf_cluster
good hotel would like stay hotel food qualiti good hotel need much improv servic,1,1
hotel locat far airport show site balconi kettl wifi mention voucher taxi driver airport know hotel locat,0,2
clean room dont chang bed sheet towel everi day,1,2
hotel superb wonder place tourist part wish go enjoy lot quick possibl servic provid hotel sweet go enjoy place around hotel nice see perfect place summer season,2,0
worst hotel stay even one star hotel staff great use room stink,0,0
hotel sea shell resid gream road thousand light chennai pure budget hotel interest valu money decent stay star,2,2
hotel conveni locat travel staff help quick respond need room allot spaciou facil food delici qualiti tast delay sign sign process hotel worth money,2,2
good locat hotel nice destin hotel near bu stand hotel room super comfortebl stey appear good provid wi fy connect servic awesom total stey good hotel special,1,1
gud locat hotel nice destin hotel near bu stand hotel room super comfortebl stey appear gud provid wi fy connect servic awesom total stey gud hotel special,2,2
gud hotel nice lotion locat nd nice gud hotel nd show sho logic fine th e pleas clear bed shit nd nice servic hoteli nice stey hotel overal gudgud hotel nice lotion locat nd nice gud hotel nd show sho logic fine th e pleas clear bed shit nd nice servic hoteli nice stey hotel overal gud,2,2
good hotel loll nicd tbe hotel nice loket food testi servic hotel god hotel good hotel nice reciv may reviw three peopl food toti stey fenast,1,1
good stay nearer place need goid servic anytim good room servic peopl hotel nearbi neat clean room good recept lift facil surround outsid neat may slum pwopl soutsidehotel compound overal excel servic,2,1
extrem good servic everyth good need develop hotel bit meet develop world compet standard food provid awesom love locat good bit far hotel recogniz submerg street would inde great experi forget mouth water kebab,2,2
hotel good locat inde nice overal experi awesom staff quit cordial food nice everyth avail receptionist humbl room quit spaciou love visit hotel,1,1
sea shell resid locat heart citi good famili place near hotel apart food serv lodg kim marina beach overal give â ¹ taxi airport awesom stay quiet place n best stay famili,2,0
sea shell resid locat heart citi good famili place nearbi hotel apart food serv lodg km marina beach overal give rupe taxi airport awesom stay quiet place best stay famili,2,0
resort good space sea view leasur place like resort stray long time without problem servic thing good recept hotel manag excel happi stay like resort room neet clean hope stay hotel enjoy holiday time thank holiday iq thank ram,2,0
visit visa stamp room good wifi facil air condit tv facil place near visa stamp railway station food ok limit varieti room servic also good staff courteou,2,2
book hotel client meet averag hotel room clean okay tv wifi enabl issu charg point room staff quickli rectifi one best exampl best servic food averag need improv overal good averag hotel budget friendli,2,2
small room even paid extra rd person didnot allot proper room peopl fit room congest,1,2
good food bad room servic prefer anoth stay expect room servic peopl attend call hotel locat good place regular clean done,1,1
never ever think book hotel worst place clean feel like dungeon stay short hospit feel like market place untidi bathroom bed,0,2
averag hotel exist main road hotel close chennai airport pallavaram railway station pallavaram bu stand though servic good design hotel room size air circul standard,2,2
came stay close airport quick check normal room spaciou clean surround good food option lack cleanli servic peopl good checkout process good even check room complimentari newspap given ac work,1,1
decent valu money hotel complimentari breakfast great good look quick transit close airport good connect train friendli staff restaur ground floor also averag,2,0
stink wifi rang unseal water bottl dirti room old construct bad food total wast money pleas visit hotel realli good even complaint get refund back mmt show differ pic provid differ room bad experi ever,0,2
stay one night hotel ok water bottl provid free room atmospher good overal nice beverag provid outsid room locat improv littl dusti,2,2
room small hardli bathroom size per night complet wast disappoint good thing breakfast wi fi work worst answer expect hotel heard,0,2
tri avoid hotel instead may look near around hotel room stinki smell complimentari breakfast present would better road side dhaba put plastic chair never tri also delay provid,1,2
photo shown hotel shown high rang room believ photo enter must improv qualiti room standard room ac benefit hotel locat almost near airport,1,2
room servic good amen provid hotel locat hotel good check checkout delay food nice qualiti quantiti visit hotel famili satisfi hotel stay,2,1
locat good plan take flight next day want stay night size room small crappi toilet quit small cleanli poor staff friendli hotel ok,0,2
book one room gave room ask give reason room type book avail restaur order coffe avail reason crowd unabl serv coffe dinner menu hotel room clean dirti,0,2
clean better delet suggest hotel neither room clean toilet ac function properli worth stay busi peopl,1,2
valu money miss book tripl bedroom ac hardli look like singl bedroom type room spaciou tariff,1,2
price reflect qualiti best friendli staff airport pickup book airport secur airport phone get fun hour travel,1,2
sometim dont understand indian hotel dont chang bedsheet new guest old obvious noisi right next main highway typic water pressur ok km away maa,0,2
hotel hopeless life face bad experi recommend delet type hotel websit name get spoil,0,2
good place stay famili issu,1,0
noth say hotel airport near km charg singl time viabl,1,2
nice one problem face food cold water need buy water bottl get acold water,1,2
improv mainten concentr food cost lift comfort need chang new commod toilet staff good request provid breakfast room good locat nice stay,2,2
impecc servic bathroom towel clean hot water suppli errat great issu tini bar dim lit recept nd floor dampen food okay,2,2
hotel besid pondi bazaar heart nagar great plu breakfast spread good dinner spread tast averag cleanli hotel need improv room spaciou,2,2
superb hotel stay busi trip also famili trip good locat clean room also nice servic restaur okay good,2,1
great locat center citi room peopl good improv immedi need pure water also servic charg levi food suggest guest stay eat except breakfast spread breakfast good,2,2
book hotel friend night makemytrip best discount hotel near market park big room clean staff cooper morn breakfast limit nice food slightli costli mani restaur nearli avail,2,2
hotel good famili stay locat good nagar market walkabl nagar busi busi place lot thing shop enthusiast would like place auto public transport easili avail part citi,2,0
good hotel amen sought place shop nagar room spaciou neat complimentari breakfast good hot valu money tariff moder competit compar locat amen provid must happili recommend hotel,2,1
hospit good wi fi servic level food good le varieti room servic excel good famili trip cost much worth,2,1
stay hotel awesom room clean neat sure pick place visit chennai shop enthusiast place stay min walk,2,0
excel locat courteou staff good food would love come back famili hotel book done makemytrip provid addit discount know exact locat hotel bit apprehens decis book hotel absolut right worth,2,2
book room two day got one day occup hotel manag told alreadi full room one week inform makemytrip makemytrip mistak lost money day,1,2
wonder stay nice locat good breakfast easi access shop place think littl alter front hotel done hotel good room spaciou neat clean help staff need,2,1
good locat hotel well known auto taxi room clean comfort ac good wifi alway intermitt staff respons help would consid stay overal comfort stay,2,0
stay good food awesom facil relish sinc busi travel use locat busi locat tnagar hotel good look appear next time visit chennai opt hotel stay,2,1
one room boy stole sun glass,0,2
nice stay southern crest third time stay best part breakfast serv decent breakfast local food,2,0
hotel locat conveni hous keep need improv room coffe tea replenish need remind wifi connect go often need attent,1,2
stay sever time hotel alway enjoy stay staff special mr parthiban gone way make stay great locat hotel close shop area usman road morn breakfast extens wifi free decent speed room big air condit would stay highli recommend,2,0
manag hotel upto expect charg extra amount whatev paid alreadi time check abl give explan charg never like deal hotel manag,0,2
food good good cook good servic staff need improv comn skill non tamil speak guest,1,1
staff understand hindihotel believ custom servic food servic charg commensur qualiti servic,0,2
bad smell room aircondit work terribl toilet,0,2
good thing hotel locat near shop,0,1
hotel adjac go pondi bazaar get new chetti road lot eat shop option,1,2
water come promis staff polit act favor u made u wait tell receiv commun mmt although good hotel luxuri good one give full valu money near marina beach moreov near local market ashima well big bazaar mohan market nearbi room ac restaur bar facil,2,2
room boy better hotel staff hotel restaur worst much languag problem guy need speak languag except tamil area ridicul,1,2
water come promis staff polit act favor u made u wait tell receiv commun mmt although day back confirm got email,0,2
good hotel cheap near marin beach chidambaram stadium love come near chennai central railway station airport km away issu overal great experi,1,2
excel good stay overal came busi meet train stay hotel night realli pleasant one would recommend peopl look budget stay valu money,2,0
good hotel luxuri good one give full valu money near marina beach moreov near local market ashima well big bazaar mohan market nearbi room ac restaur bar facil,2,2
hotel access mark thing light good room dim light feel dull room otherwis room ok u place access,2,2
good stay hotel comfort valu money hotel staff good locat centr citi wifi facil avail room neat clean restaur good servic good overal good hotel stay busi trip,2,1
initi room allot ac function chang room tap bath room good condit overal condit room good enough care taken ensur proper housekeep,2,2
good profession stay bigger disadvantag congest room breakfast ok overal ok profession stay locat ok servic need improv room clean excel,2,2
regular guest hotel st time book makemytrip stay hotel gave proper servic makemytrip custom direct book custom book suit room gave normal doubl room ac work inform mani time gave respons realli happi hotel servic,0,2
bedsheet provid call mani time provid respons poor provid complementari breakfast qualiti need complementari food makemytrip user provid differ food compar oye room user partial need improv,1,2
good hotel experi good hotel visit hotel offici trip complimentari breakfast provid hotel qualiti food good hotel hotel locat good hotel locat nearbi beach hotel build new renov activ avail hotel,1,1
stay hotel day nice hotel staff good love hotel recommend everi one want stay mount road chennai promis guy never see type hotel favor custom,2,0
comfort hotel stay,1,0
valu money poor breakfast option agre b f complimentari rent charg better room servic menu expens budget hotel great place budget travel book onlin travel site deal,2,2
good hotel clean neat friendli staff good locat also,2,1
good hotel clean neat friendli hotel staff improv breakfast took execut room room spaciou good wifi connect also,2,1
amaz hotel good decor clean heart citi commut anywher delhi easi staff friendli courteou room servic prompt breakfast good wifi speed realli good overal good valu money,2,1
pretti good singl person trip j,2,2
good locat clean tidi room friendli staff room cramp space move around breakfast biggest letdown idli upma toast call item complimentari breakfast said restaur undergo renov henc limit item,2,2
room condit good breakfast poor room cleanli good,0,1
clean room clean bathroom,2,2
though compani provid accommod star hotel chose stay everi time alway feel home staff member courteou go extra mile take care requir left famili behind travel work never anyth complain strongli recommend place,1,0
hotel room small breakfast menu good breakfast hall worst worth money tri place budget hotel,0,2
visit busi trip room spaciou neat clean servic staff mark hotel staff also courteou food ok good tast properti bit far shop offic want visit locat great place,2,0
visit offici purpos hotel heart citi locat hotel fantast surround mani shop mall room good food serv good also wood fire pizza breakfast tasti south indian snack servic staff staff recept also help,2,1
beauti hotel good locat extrem valu money complementari breakfast awesom room servic excel recept peopl cooper room bit small bathroom good realli intern qualiti india afford rate,2,2
good valu money locat conveni,2,1
regularli stay place go chennai excel place stay worth price paid excel locat nagar conveni travel reach destin servic apart amen nice hotel stay either busi famili,2,0
satisfi servic given hotel visit india recommend,1,2
good hotel two three day stay chennai staff friendli owner around often friendli room servic prompt restaur good fri rice good day stay room quiet clean sheet clean bathroom also clean overal good experi,1,1
locat periyar road nagar chennai though remot locat yet ambianc averag could maintain better room adequ two individu nevertheless cozi decor room need model rejuven travel mood food per mid rang eat place,1,2
great locat staff given inform answer ask torn tower given bathroom bird hous smell badli,1,2
daughter stay hotel three day rd may night th may earli morn stay realli nice bother food normal south indian meal breakfast limit varieti food like pizza etc realli good pick facil airport railway station worryingoveral stay goodnic stay famili,1,0
safe quiet stay busi travellersbest place singl femal travel,2,2
satkar hotel chennai month decemb famili hotel conveni locat food provid hotel paid two thousand five hundr recept good check checkout done time room spaciou well maintain facil activ avail servic good money paid would recommend hotel travel,2,1
di vri nice place nice visit der lot ppace visit anfood vri gud check w dne time room w nice clean rest room w vclean hotwl w lund kng gud lyk vistit recom di hotel,2,2
husband went chennai famili reason spent lot qualiti time togeth hotel quit good food drink bad new tast life easi find market nearbi forget take camera place locat good,2,2
place clean staff prompt help room comfort necess one would look budget hotel conveni place number restaur nearbi worth money paid,1,0
stay mani time alway love though lack room servic recognit disappoint still one great hotel anthapuram near shankar nethralaya surround also nice way reev food allot also good spent mani stay hotel visit exemplari number ofyear,2,0
good hotel low budget short stay near mani import point interest sinc need train himt next cheapest near singl room non ac ok other might bad see rent charg cannot compar star hotel mani room ac one better facil,1,2
room good condit bed neat clean hotel staff cooper never demand offer respect servic hotel staff know hindi english well last worth money pay nearbi market big shop front templ provid pleas environ,2,2
purpos visit chennai attend convoc cousin finish convoc came hotel pre book cousin strateg locat get go easili even theater good soon got got good sleep bed servic good advic travel stay get bore citi watch movi get good sleep servic,2,2
hotel locat close u consul bit pricey strang smell room nice ambienc lot colour small room sad car park help staff good work interior spa ish kind look locat centr citi,2,2
spring valu money properti book delux room neat tidi food ampl eateri around hotel serv varieti cuisin suffici hous option,2,2
hotel locat prime locat plu le park space mostli occupi guest vehicl visit bar seem main attract room small wall patch water log wall paper past food averag though easi access citi,1,2
pm check make trip book strictli even mmt refus interfer staff unless ask bother food averag juic mosquito serv breakfast un maintain costli bathroom fit,2,2
worth servic bad hotel staff accommod food restaur good expens keep list advantag walk distanc u vac u consul enough choos,1,2
hotel superb term facil cleanli perfect locat go u visa biometr interview locat walkabl distanc short full valu money stay,2,2
room smell bit wifi flaki signal strength great food ok plu point close consul vac center walkabl distanc consul around meter vac center staff help though,1,2
staff u friendli want help room small awkwardli design stuff like telephon hard reach hous keep let room clean enough pillow old dusti pressur shower,2,2
situat close u consul best hotel stay bit prici worth money servic desk peopl kind treat u well room clean everyth work fine,2,2
good locat go visa interview usa otherwis come hotel cannot take walk footpath horribl footpath feel expens size comfort congest space even stretch,2,2
closer u consul bewar pm fix check book mmt ask earli check ask pay one full day charg extra hotel facil good like free breakfast,2,2
walkabl distanc u consul vac howev north indian food avail costli buffet need find anoth restaur nearbi afford lunch dinner small room serf purpos,2,2
clean hotel satisfi stay flush tank work even hotel costli cheat makemytrip last book makemytrip worst experi chennai,1,2
locat restaur good stay averag room broken cup tea coffe maker small stuff like stirrer two towel hand towel soap provid wash basin area furnitur break need redo,1,2
nice stay close u consul walkabl around mt biometr centr well interview centr room somewhat small clean car park avail complementari breakfast good lot option overal nice stay,2,2
close u consul visa biometr center close u consul visa biometr center close u consul visa biometr center,2,2
pl stay hotel realli fed servic late night knock room ask sorri restaur arrang outsid even food good qualiti recommend hotel,0,2
good hospit thank,2,1
good hotel near u embassi good option go u visa interview hotel staff also good,2,1
room dark colour wall light terribl felt like go return spend hour insid room wish better everyth els good though complaint servic facil staff friendli help complimentari breakfast good coffe bad busi attend around hotel visit u consul exampl,1,2
pro breakfast realli goodcon book expedia whatev may check time vacat room pm next day allow one devic wi fi connect use laptop mobil internet time provid shampoo head bath water suffici hot bath tea kettl clean properli even ask hardli clean,0,2
repair go cockroachesbathroom shower bad statenot worth spend locat plu,0,2
room rate cheap locat conveni centr citi good backpack budget tourist qualiti hotel accommod,0,2
locat amaz could cleaner flush work well case also last day confront bedbug would good idea check room check,1,2
nice hotel near airport book sister famili surpris see nice place min price stay two night comfort nice thank makemytrip also great deal,2,0
room servic extrem poor servic time take hour provid water bottl food ok punctual cleanli poor servic take much time activ simpli worth money,1,2
hotel locat room good near airport bu station thing hotel averag room servic poor ac work properli night ac work wifi avail room bathroom clean good,1,1
room bathroom clean though smell cigarett smoke room locat good good access airport peopl courteou problem good restaur within walk distanc thank,2,1
hotel valu money cleanli food also bad hospit also worst,1,2
hotel near chennai airport ideal want stay night catch earli flight morn also provid complimentari airport drop even earli morn room ok bathroom dirti,1,2
airport stay everyth buy outsid water drink etc,1,2
simpli ate money without reason front offc person lost fight wife seem caus answer way like tat,2,2
great hotel stay save purpos close proxim airport valu money hotel mar next seem better hotel mar classic rebook hotel mar next day stay,1,0
poor irrespons staff feel guilti stay custom pleas mark avoid hotel room seen photo room clean valu money poor receptionist,0,2
water drip ac belong got wet even remind problem attend layout arrang toilet facil improp bath tap near western w water come geyser suffici hot condit dish tv connect tata sky recharg regularli,1,2
bad hotel poor room servic tv work total wast except locat hotel go check time ask money like low grade hotel bed pillow dirti,0,2
custom request avoid hotel food pathet room seen photo room clean valu money even mmt voucher mmt avoid hotel list,0,2
airport pickup dropoff free driver ask airport park fee dropoff that mete strang aaa,2,2
valu money book mmt locat good natur manag staff also good room cleanli averag sinc ac work properli clean staff use toilet pot absenc disgust tea breakfast good complimentari airport drop wifi also good overal valu money book mmt,1,2
friendli staff,2,0
casual ordinari,0,2
bad stay room dirti servic bad agre call manger even ask speak wifi sleep ga station area,0,2
look good outsid insid dirti floor stain bedsheet nasti bathroom horribl staff worst hotel chennai pleas book,0,2
wifi work,0,2
comfort stay central locat close airport project compani,1,0
stay differ hotel mar locat one advertis best huge disappoint none featur advertis avail addit expedia fail updat hotel renov,0,2
nice stay cleanli issu staff courteou,1,0
read review worri stay room good staff realli help especi nafi even book movi room sent someon get credit cellphon great stay would stay,2,0
locat near airport free trasfort facil also safisfactori amin increas,1,2
terribl aspect safeti secur custom vehicl,0,2
hotel horribl term cleanli local peopl around etc wifi avail lobbi request repeatedli owner switch ac repeatedli hot water bath even towel soap demand area safe budget r go els definit recommend,0,2
good stay problem want connect wifi go lobbi,1,2
ok one night stay good local,0,2
dirti hotel bad servic even blanket provid ac room bad recept receptionist water leakag everywher old noisi aircon badli maintain toilet,0,2
check min bad servic,0,2
find valu money bathroom congest stand use util wifi complimentari avail work,1,2
nice pleasant stay much recommend look budget hotel near u consol,2,0
good,2,1
close airport stop staff help call pick problem free ride airport,1,2
receiv complimentari pickup pay taxi ourself good promis payback account never receiv money paid taxi,0,2
receptionist good kindli fwd mgt u potenti happi help u improv best,0,2
oneword excel friendli cheap good hospit,2,0
nice hotel look forward stay excel staff recept help keep good work,2,0
good budget hotel complimentari wi fi airport transport enjoy stay,2,0
good hotel would definit refer friend get back staff friendli valu pay,2,0
properti lift inconveni walk mani time without lift,2,2
good clean room airport pickup drop servic well,2,2
hotel nice,2,0
love hotel staff member cooper well behaviour room servic also nice food serv best tasti one friend stay hotel two day realli enjoy hotel also told anyon stay hotel keep enjoy,2,0
staff help respect find home attitud locat hotel good near hotel mani mall public enjoy much transport avail near hotel,2,0
good time went pic gate nice realli like hotel good bar also room servic facil also decemb month good celebr new year also mani gift also like much,2,1
good hotel place heart citi easi access exampl purchas etc,2,2
good locat heart nagar walk distanc shop mall murugan idli shop barbequ nation also build ad advantag,1,2
fair hotel,0,2
overal ok hotel front desk staff littl rude ac leak night long gave new room made fuss price adjust want night ok hotel,0,2
room pathet worth stay even night phone work toilet door open ac cool,0,2
ok ok expect much one nit stay flight chang go expect food hotel pick n drop facil good,1,2
avnb tower friendli staff alway will help room nice comfort highli recommend stay,2,0
staff cordial bath room function hr hot water car servic air port even odd hour commend bed linen dirti chang demand,2,2
hotel room shabbi pick airport slept clean sheet ac fan work seriou need renov,1,2
staff recept pleasant help room smelli air condition drip almost kill new iphon certainli stay,0,0
transit look cheap neat hotel place great ideal need best part cab avail readi even,1,0
hotel great overnight stay need near airport staff help courteou room small clean basic,1,0
book lodg visit lodg stay told receiv payment makemytrip paid money room second time alreadi paid money onlin time book hotel mainten also worst,0,2
actual purpos hotel book cousin went alson stay alon sai thjat hotel bad time suffir witj heay rain also chennai unfortun could stay second day return,2,2
advantag hotel walkabl distanc egmor railway station staff cooper face lot problem respect avail water bath toilet purpos wash basin even dustbin provid park facil even two wheeler,1,2
hotel back onto railway good thing train run night room dozen aggress mosquito kept swat good part night bed sheet well use foot dri pad front bathroom door sure never wash room rate incred high go elsewher,0,2
reach hotel car felt good co oper offic staff room servic late hotel atmospher good food drink avail hotel nice experi visit hotel enjoy lot friend also happi journey,2,1
staff help hotel dirti stink well price good locat decent enough staff help everyth place except cleanli stay two day want leav day one staff ignor cleanli day,1,0
bedlinen dirti torn smelli wash bedsheet clean pillow recommend,0,2
good nice stay room servic quick gentl,1,1
first horrifi book hotel look like haunt place pleasantli surpris look room delux ac extrem comfort stay famili absolut comfort stay get fool look recept staff ye lot need done improv decorum recept overal good,1,2
hotel room clean enough could cleaner especi sheet picki quit big took standard ac ddont know surround hotel rate rate seem reason hotel right besid local train rout main road dont expect quit want absolut pea didnt find noisi room accord prefer though recommend,2,2
okay hotel night sleep bachelor strictli coz low price noth els,1,2
move first night aw smell sewag look like mold wall staff concern lost two night alreadi paid worst experi india,0,2
averag satisfi,1,2
hotel awesom land mark long food accommod nice room clean nice servic good overal rate interior exterior good park facil also avail dolpin park hotel,2,1
worst room bad smell mosquito lot insect bad experi hotel life seen type dirti room bbbbbbnnnnnnnnnnnnnn nnnnnnbnnnnnnnnnn hhhhhjjjjjnjkm vvhhhbbhbbbbhbbhb vvvvbbbbbbbbbbb hhhhhjjjjjnjkm gggghh,2,2
bath room good room old ok day food ok littl costli overal averag hotel,2,2
valu money good locat metr away arcot road thu save lot money auto front offic staff courteous attend guest allot room per choic guest amen promis arrang manag,2,2
nice recept park facil avail hospit good room wall dirti nevertheless toilet neat paid r discount night non ac room worth money pay le non ac locat far away airport chennai central,2,2
good one super delux room look ordinari lift take suddenli land hard ok valu money restaur good food serv hot tasti think provid complementari breakfast toiletri includ soap towel better hygien,2,2
dolphin park hotel need littl upgrad locat heart citi feasibl move bu stand airport better upgrad room close window lock room work properli stay hotel februari busi trip chennai,2,2
stay hotel februari busi trip chennai hotel realli good one stay room spaciou clean well maintain necessari amen front desk staff servic good overal nice experi stay hotel,2,1
hotel nice room bad c work better upgrad room close window lock room work properli wait hall ugli place car park power back,1,2
hotel dolphin park near offic locat heart citi easi move bu stand airport railway station hyundai factori busi good appear facil recept food facil good use recommend busi counter part stay hotel,2,1
hotel good locat wise good room servic nice food delici hospit also good,1,1
hotel serf decent rate lodg food room servic good bathroom cleanli good nearer bu station,1,1
given tariff facil hotel servic ok still restaraunt bar facil improv,1,2
stay properti time earlier time horribl room clean towel provid hotel lot dirt lot spot bed spread top pest includ cockroach bed bug never return even one pay stay,0,2
room clean full cockroach recommend hotel anyon,0,2
old hotel complementari breakfast bad,0,2
issu televis desk phone work walk ask kind servic poor hygein later shift differ room eod seem littl better,0,2
place conveni locat henc good stay night,1,0
ac wasnt work never fix complain,0,2
good hotel seem get pay littl cheaper rest issu thing mention avail exampl menu mani choic choos order one two item avail kid difficult manag,0,2
hotel old proper ventil room price high,0,2
hotel locat excel look stay near u embassi hotel staff excel cooper room good ac work properli chang two room night faulti ac tv need keep cleaner,1,2
nearer u consul good food breakfast hot water facil bath wifi avail lobbi heavi traffic near hotel well known place chennai auto driver charg around r railway station,2,2
hotel look like pg yet charg like five star hotel hotel nearbi u consul mani hotel nearbi far le half hotel charg choos anoth hotel,1,2
horribl experi stay room recept cols room receptionist friend chennai would come hotel drunk state sing song spite warn regard nois mess creat use,0,2
good servic well manag great delici food roof top restaur realli good felt comfort stay chennai hotel gemini inn,2,0
clean good servic provid gemini inn staff well train well manner provid qualiti servic,2,2
good near main station good experi nice stay hotel also provid free wifi breakfast good compar know tast frequent visit restaur tast good,2,1
stay gemini inn awesom servic hotel staff top notch food yummi absolut valu money min walk abl distanc visa interview ofc room servic except best day spent chennai,2,0
better stay hotel peopl go consul min walk hotel min walk vac offic also near distanc marina beach take min travel overal stay good food bad hotel complimentari breakfast worst part,2,2
staff realli help servic good though complimentari breakfast tast good room could cleaner overal recommend hotel good valu money,2,1
stay hotel night close u consul locat plu point place room poorli maintain bed sheet blanket towel clean stain hot water bathroom overal pleasant stay overpr manag stay one night need close u consul,1,2
better food option vegetarian facil good close area need better food option special vegetarian would help otherwis clean econom place stay help close u consul area,2,0
first gave room henc book execut chang room first cheat give bad room narrow insid light worst breakfast worst amen wast,0,2
walk abl distanc biometr u consul bio metric take auto cost max r consul min walk food hotel manag mani option avail around issu,2,2
stay due proxim u consul complimentari breakfast serv rooftop good could enjoy local delicaci noth except report experi l decent day two,2,2
bedbug bite famili tough time took day recov pain,0,2
near u consul seem advantag,0,2
bill provid go onlin vendor commiss includ bill order conceal detail dare take order food review alreadi anyoth hotelnear visa offic would prefer one,0,2
manag averag fecel andexperi,1,2
embassi work offic situat right opposit hotel locat near nagar shop purpos also good food provid,2,2
place ok room price k night book n adult total around k includ tax addit charg rd person final got k discount pro room servic recept cleanli locat hotel con old crt tv work properli dim light room mani food option indian breakfast great,2,2
first enter hotel gave book said receiv mail wait argument gave room realli non sens alreadi stay hotel know room due argument gave non sens room also one help check told room particular floor go check hospit,1,2
decent price got suit renov visit proxim biggest plu servic concern laundri servic avail see park car might end cover bird shit food also kind stale,2,2
got good deal makemytrip one day busi trip chennai hotel locat prime locat valu money especi offer makemytrip wifi signal room bad appreci complimentari servic offer hotel,2,2
prime locat good stay amen could better wifi could better hot water avail time good front offic staff help room servic overal bad money paid,2,2
receptionist manag job perfectli especi manag prejuv calm guest receiv guest need thing servic staff also good locat close heart citi nagar area,2,2
hotel good locat sole travel usa visa applic close consul walk distanc vac even though current hotel renov complementari breakfast serv room wi fi chargeabl free makemytrip book,2,2
took near u embassi fingerprint locat hotel almost park space front offic staff ladi requir seriou train hospit hotel rate star worth even star room ok spend night payment done book would shift,1,2
good hotel need improv like tv bathroom etc look old floor construct otherwis hotel safe kind peopl respons servic good fine decent stay ideal better hotel better locat,2,2
stay good mainli like staff behaviour realli help much option case food wherea menu lot servic bit slow good overal satisfi get chanc like stay,2,0
room ok initi put room stink later request put decent room said renov room earlier stay hotel good food qualiti mark,1,2
reach hotel earli morn sinc hr check ask check next day grace time even hr till given well floor dirti towel unus toiletri crt tv hindi english channel work call star hotel,0,2
aw pure aw experi poor washroom extrem poor cleanli poor qualiti facil provid,1,2
pro walk distanc u biometr center close citi center prompt servic friendli staff con construct go wont let take rest relax toilet flush work oldest toiletri channel old tv restaur room servic,2,2
breakfast mention free got term breakfast terribl deliv horribl breakfast room wifi suppos complimentari got ask night took almost minut arrang login detail someth packag offer check,0,2
room rent bit high comiss also donot proper restaur serv local south indian lunch dinner restaur nearbi,1,2
one shoddiest hotel basic facil hot water blanket towel noth dirti dirti n stinki bed infact entir room hair wall bathroom everywher work ac custom help ignor u n liter insult end stay anywher even worth r hotel,0,2
locat heart citi convini shop hotel clean breakfast good,2,1
bathroom need upgrad attach chines restaur excel food look old,1,2
good place went stay coupl day final end shift hotel bye even first hotel reserv inform earlier becom clumsi insid bed great even food good place stay,0,0
horribl,0,2
c work badli maintain poor servic noisi due renov work progress,0,2
everyth good went check guest mindset allow extra person free even paid money everyth awesom approach guest mark,2,2
good stay overal allow pm visitor might reach train around allow earli check case pay r earli check note point plan journey accordingli,2,2
locat ideal come short visit shop depend local train situat behind mambalam railway station round clock train nois disturb,2,2
air condition could better consid citi weather stay good breakfast good recommend hotel someon want shop get everyth near room clean howev lot smoke smell around first floor person like,2,2
hotel look good outsid execut room good special toilet situat good place due ola cab servic avail chennai transport charg becom low due hotel becom easi move differ part chennai reason price,1,1
pleasant stay nice hotel room servic excel clean good hotel recommend hotel famili friend futur stay chennai come chennai stay,2,0
hotel lake view noth got name per se howev hotel quit neat clean strateg locat walk distanc nagar stone throw away west mambalam overal decent budget hotel busi travel valu money,1,2
chang room th room averag one room differ problem servic worst rude behaviour manag window ac suit room split cheap one,0,2
stay want stay minimum price enjoy free breakfast mani hotel nearbi enjoy lunch dinner good place shop famili friend take list bu number place want visit auto driver loot know bargain,1,0
worst locat stay fox bunkum buckden eld fungu sh ho b k occur sick fettuccin boy chettl wff cointreau hinterland kg enjoy fend e rohi burp ketch bro oxt j ongo,2,2
good courtiou hotel room servic good breakfast buff type good locat also good drawback lock main door bath room need repair tight next visit hotel,2,1
locat bad hour train sound next railway track book tripl bed allot doubl bed room size small dirti also air condit work staff worst,0,2
reason budget hotel centr locat small room neat clean excel room servic recept good good transport facil easi landmark wish stay next visit also best shop locat lot eateri near,2,1
hotel room qualiti bath room realli bad expect moder accommod expens hotel room qualiti bath room realli bad expect moder accommod expens hotel room qualiti bath room realli bad expect moder accommod expens hotel room qualiti bath room realli bad expect moder accommod expens,2,2
overal good hotel stay problem near local railway station sometim train sound disturb sleep mmt give good offer valu money,2,1
poor room servic housekeep clauset bathroom worst proper respons hotel need improv lot cleanli worst need keep call room servic housekeep everi time,1,2
good stay adjac railway station nice ambienc valu money n happi stay,2,0
satisfi room servic provid breakfast realli good locat close egmor station person recept pleas promptli satisfi need guest definit refer friend,2,2
poor servic limit wifi hour also work poor room servic food also mark stay saravana bhavan restaur meter away makemytrip take respons confirm facil avail hotel list hotel site locat advantag,1,2
good hotel well maintain requir clean see bed bug bed cockroach bathroom except other realli good use stay three year regular improv nice excit one custom,2,2
hotel locat egmor opposit breakfast may good maintain room also recondit work properli cost may slightli high compar hotel got water bath avail time,2,2
overal servic bad water bathroom room servic also bad receptionist behaviour good wifi complimentari breakfast averag hot water avail hr cabl tv servic good,0,2
room bad condit leakag room cockroach roam room food averag floor sticki locat opposit egmor station servic staff ok,1,2
provid room bad condit dirti wall ac bad condit amount paid provid worth time checkout said sorri opinion chandra park good hotel famili,0,2
stay hotel chandra park recent good hotel valu money locat good front egmor railway station complimentari breakfast good improv,2,1
locat hotel good near egmor chennai central complimentari breakfast also good corridor stink smell display beer bottl corridor make famili visitor inconveni meal restaur also good,1,1
good hotel busi stay opposit egmor railway station close restaur shop ambienc ok servic also good chennai central railway station close km overal good stay,2,1
